MinTemp,MaxTemp,Rainfall,WindSpeed,Humidity,Pressure,RainTomorrow
13.1,21.2,0.6,20,43,1021.8,0
11.5,30.2,0,19,34,1018.8,0
13.4,32.7,0,13,22,1020.4,0
16.3,33.9,0,9,21,1019.8,0
14.8,33.2,0,22,17,1019.2,0
11.9,26.1,0,24,52,1019.1,0
16.7,27.3,0,28,58,1020.2,0
14.7,29.7,0,15,45,1014.4,0
17.9,26,0,28,58,1014.7,0
16.8,27.7,0,26,37,1015.4,0
10.7,27.9,0,9,29,1017.1,0
11.5,31.1,0,11,21,1015.4,0
13.4,32.7,0,2,21,1014.9,0
13.2,26.9,0,19,55,1015.6,0
15.5,27.9,0,13,49,1008.8,0
16.2,33.3,0.6,22,43,1000.1,0
12.5,26.6,0,20,48,1013.7,0
15.5,32.9,0,24,31,1016.1,0
19.5,33.9,0,39,29,1012.1,1
19.9,23.2,2.8,26,56,1012,0
13,21.9,0,30,41,1024,0
10.2,30.7,0,17,30,1022.4,0
15.1,34.6,0,13,24,1015.4,1
18.1,29.1,7,26,68,1013.8,1
18.6,27.7,6.4,22,67,1009.7,1
17,21,5,30,79,1016.1,0
14.2,24.8,0.4,15,49,1018.4,0
11.2,25.3,0,13,50,1016,0
15.2,31.7,0,20,42,1010.2,1
17.1,26.2,4.8,11,63,1012.2,0
18,31.7,0,24,82,1008.8,1
9.9,24.4,2.2,7,40,1012,0
12.1,27.6,0,30,30,1005.1,1
7.6,18.8,3.2,30,47,1017.4,0
9.2,18.7,1,20,39,1019.7,0
7.5,19,0,26,40,1022.4,0
11.2,18.4,0.2,30,46,1028.5,0
5.5,21.7,0,11,37,1028.4,0
6.6,24.8,0,20,32,1026.8,0
9.8,25.9,0,15,26,1022.1,0
11.8,26,0,11,22,1021.5,0
12.5,26.7,0,33,25,1020.5,0
15.7,28.8,0,37,25,1013.2,1
10.4,14.8,6.6,41,79,1005.7,1
9,14,35.6,35,60,1018.2,1
10.7,19,1.8,26,63,1023.5,0
10.5,19.5,0,15,55,1024,0
8.5,23.6,0,15,46,1021.5,0
10.8,17.6,0.2,19,65,1022.7,0
8.3,16.6,0,13,50,1019.9,0
7.9,21.7,0.2,9,41,1018.4,0
10.7,17.9,0,13,68,1021.9,0
9.8,21.4,0,7,49,1025.7,0
10,26.3,0,30,38,1024.4,0
14.8,26.3,0,30,38,1022.3,1
15.4,19.1,7.8,33,91,1019.7,1
15.2,22.1,8.4,28,64,1021.5,1
13.2,22,1.6,7,56,1022,1
14.8,23.4,3.6,19,58,1015,1
15.8,18.1,21,24,70,1007.1,1
9.3,14.2,8,28,66,1014.7,1
6.3,14.4,3,28,63,1023.1,0
9.7,18.6,0,24,65,1022.3,0
12.3,19.4,0,22,60,1021.8,0
12.3,16.1,0.2,13,56,1020.1,0
9.3,18.7,0,19,53,1013.1,1
6.8,14.8,2,30,66,1021.3,1
6.1,14.9,2.4,15,49,1029.4,0
3.6,16.6,0,7,45,1029.4,0
4.1,19.7,0.2,31,48,1024,0
9.2,19.5,0,20,73,1018.8,0
6.6,14.5,0,17,54,1028.9,0
6.7,15.2,0,24,76,1030.1,1
9.4,15.8,1.6,15,67,1027,0
5.9,17.2,0,9,56,1023.7,0
4.4,16.6,0,9,59,1024.8,0
4.5,19.2,0,13,49,1023,0
7.4,15.2,0,13,57,1023.3,0
3.9,13.5,0,7,74,1021.9,0
5.9,15.3,0.2,2,71,1019.2,0
3.6,18.2,0.2,19,52,1016.6,0
8.6,15.8,0.6,15,64,1018.7,0
7.6,19.7,0,17,60,1022.2,0
9.1,17.2,0.2,11,78,1017.7,1
9.3,18.5,5,26,64,1016,0
9.6,17.5,0,28,69,1019.2,0
10.9,19.1,0,31,59,1017.9,0
13.4,18,0,33,61,1013.5,0
7.9,17.1,0,33,50,1017,0
11.4,17.4,0,20,61,1018.7,0
11.3,17.4,0,9,60,1019.4,0
10.1,17.8,0,30,61,1012.1,1
8.8,14.1,5.8,22,77,1007.9,0
4,14,1,20,48,1019.4,0
8.8,13.4,0.4,28,53,1023.8,0
4.4,12.6,0.4,24,67,1033.2,0
6.6,12.8,0,13,56,1036,0
5,14.4,0,13,52,1034.9,0
7.3,14.2,0,9,65,1031.4,0
3.1,14.9,0.2,2,49,1026.3,0
4.9,17.5,0,19,55,1022.2,1
7.2,12.8,6.6,28,64,1027.1,1
5.1,13.5,1.8,19,55,1028.3,0
2.4,14.7,0,26,81,1027.1,1
6.5,14.2,4.4,19,58,1032.5,0
5.8,14.5,0,7,61,1032.2,0
3.4,16.8,0.2,0,59,1025.6,0
6.9,16.9,0,22,69,1025.9,0
5.5,13.7,0,0,70,1030.2,0
2.1,16.1,0.2,15,62,1027.6,0
6.5,17.1,0,17,64,1025.2,0
6.3,16.6,0,0,65,1024.2,0
4.1,15.3,0,6,62,1024.8,0
5.9,15.9,0,11,61,1028.9,0
5.3,15.7,0,11,59,1030,0
4.9,15.3,0,30,56,1024.7,0
7.7,13.2,0.2,13,78,1028.6,0
2.4,13,0,19,60,1025,0
5.5,13.2,0,35,66,1014,1
5.7,12.6,1.2,7,50,1017.5,0
5.5,13.9,0,13,58,1015.5,0
9.5,15.4,2,35,38,1010.3,0
11,14.5,0.6,35,52,1016.2,1
8.4,14.1,1.4,24,58,1024.3,0
9.1,14.5,0.6,7,49,1029,0
4.3,15.5,0,30,52,1024.9,0
5.5,15.4,0,44,48,1020.1,0
11.5,14.3,0,22,63,1012.9,1
6.9,10.4,5,11,71,1017,1
3.6,14.8,1.2,17,61,1019.6,1
4.2,13.5,3,46,33,1006.7,0
7.4,13.5,0.2,26,56,1018.5,0
6.6,11.3,0,46,53,1018.5,0
8.4,14.3,0,44,55,1014.4,0
7.4,18.9,0,26,24,1016.2,0
8.4,17.6,0,24,51,1018.2,0
6.2,16.4,0,30,55,1018.7,0
7.5,13.6,0,30,47,1009.2,0
9.1,12.4,0.8,19,70,1009,1
6.4,14.1,1.6,43,55,1009.2,0
8.3,14,0.8,39,60,1001.5,1
8.5,13.4,13.8,35,44,1017.7,1
6.2,12.6,2.4,13,62,1029.2,0
6.6,11.9,0.8,17,77,1031.9,0
4.2,16.1,0,17,39,1026.2,0
3.8,16.1,0,24,46,1020.4,0
4.7,13.3,0,20,54,1013.7,1
6.6,10.2,8.2,13,80,1012.5,1
6,13.8,1.6,24,61,1021.4,0
3.4,14.4,0,6,45,1017.6,0
4.4,15.2,0,31,41,1012.1,0
6.5,15.4,0.4,41,46,1006.9,0
9.7,14.7,0.4,43,67,1001.5,0
8.6,15.3,0.6,26,55,1016.1,0
7.9,14.9,0,30,54,1015.7,0
9.7,13.6,0.2,26,52,1018.1,0
5.6,15,0.2,20,55,1022.8,0
7.2,16.6,0,17,43,1017,0
6.8,15.4,0,15,52,1017,0
4.4,14.7,0.4,24,41,1018.9,1
5.3,13.4,1.8,22,44,1016.7,1
5.6,12.2,4.8,24,66,1013,1
5.1,13.5,11.4,30,57,1019.7,0
7.3,13.2,0.6,26,69,1019,1
5.5,13,1.6,31,48,1025.8,0
7.4,14.1,0.2,39,65,1021.7,0
9.9,14.2,0.2,19,80,1015.9,1
8.5,14.3,2.2,28,60,1018.9,1
7.8,12.9,4.2,17,56,1025.3,0
6.7,14.3,0.4,20,55,1025.9,0
6.2,15.2,0,28,46,1023.1,0
9.7,15.3,0,33,43,1019.2,0
9.7,9.9,0,13,86,1018.7,1
5.9,12.8,14,31,55,1025.7,0
4.8,14.2,0.6,11,59,1029.1,0
7.4,14.2,0.2,9,46,1029.8,0
3.2,14.3,0,26,48,1023.5,0
5.9,17.3,0,26,32,1021.1,0
7.4,15.3,0,19,60,1029.2,0
9.3,14.9,0,13,63,1027.1,0
7.3,19.3,0.4,22,32,1020.9,0
8.6,18.2,0,41,46,1009.7,0
13,18.6,0.4,46,69,1007.2,0
8,16.4,0.8,33,40,1018.8,0
10.1,17.2,0.8,17,55,1027.2,0
9.2,15.8,0.4,24,44,1033.5,0
5.4,18.5,0,13,43,1029.2,0
7.5,19,0,15,36,1022.1,0
7.3,18.9,0,17,45,1018.4,0
10.2,17.5,0,28,67,1019,0
9.7,15.2,0.2,28,47,1025.2,0
10.3,14.6,0.2,17,43,1025.9,0
6,19.7,0,17,29,1017.2,0
9.3,18.9,0,39,24,1009.9,0
14,24.5,0,39,31,1000.6,0
16.3,25.5,0,39,27,1003.7,0
15.5,18.8,0,26,27,1003.5,0
12.5,16.8,0,33,61,998.7,1
7.2,14.3,2,13,53,1021.7,0
4.8,18.4,0,19,37,1020.9,0
8.9,18.9,0,41,29,1011.6,0
14.4,24.9,0,31,25,1003.5,0
10.8,19.2,0.2,33,26,1008.9,0
6.5,19.8,0.4,46,32,1010.9,0
12.9,23.1,0,31,85,1000.1,1
5.1,18.2,6.4,28,34,1020.4,0
7.2,18.6,0,17,43,1028.4,0
8,23.4,0,43,22,1021.3,0
14.7,28.2,0,28,13,1014.7,0
11.7,24,0,20,39,1009.5,0
11.6,20.7,0,26,35,1011.8,0
9,15.2,0.6,17,42,1019.6,0
8.3,17.5,0,9,35,1019.3,0
6.7,22.4,0,37,23,1010.6,0
14.4,24.5,0,11,44,1011.3,0
10.9,26.2,0,24,81,1013.4,1
11.5,17.6,4.4,19,35,1016.6,0
5.7,21.8,0,9,26,1012.4,0
10,14.3,1,37,72,1012.9,1
8,16,2,26,45,1017.9,0
10.1,16.2,0,20,42,1021.7,0
10.1,20,0,13,37,1025.4,0
8,26.3,0,9,18,1024.2,0
9.7,27.9,0,28,18,1021.1,0
14.2,30.6,0,37,14,1015.1,0
15.7,19.3,0,20,38,1017.9,0
10.1,17.5,0,20,38,1023.3,0
9.9,20.1,0,20,46,1024.4,0
12.3,20.6,0,22,46,1022.6,0
10.7,22.7,0,24,52,1021.3,1
12.3,31.7,1.6,33,14,1017.3,0
15,18.1,0,24,62,1022.6,0
11.6,17.5,0,28,41,1026.2,0
11.1,17.5,0,33,49,1027.4,1
9.3,16.5,2.6,24,41,1029.6,0
6.6,21.2,0,13,30,1025.2,0
10.3,25.3,0,26,18,1016.9,0
11.9,28.9,0,35,14,1009.7,0
21.5,30.5,0,30,20,1006.1,0
17.7,22,0,37,47,1012.5,1
13,19.3,2.2,20,47,1022.9,0
10.7,21.7,0,13,51,1020.1,0
13.2,29.9,0,56,38,1007.5,0
16.1,21.2,0.4,33,53,1012.4,0
12.4,18.4,0.2,20,58,1023.2,0
12.5,29.1,0,24,26,1012.9,1
14.6,18.3,2.8,31,73,1015.7,1
10.7,17.3,2,19,50,1018.3,0
8.6,26.7,0,28,17,1007.2,0
11.5,24,0,24,38,1008.7,0
12.5,21.5,0,46,75,1003.1,1
12.8,19.7,7.6,33,40,1007.4,0
11.3,27.1,0,11,32,1016.9,0
13,23.4,0,20,53,1021.3,0
12.9,32,0,19,33,1014.8,0
16.7,35.4,0,17,13,1012,0
20.7,34.2,0,50,16,1006.3,1
14.9,21.4,10.2,20,52,1012,0
12,22.7,0,19,37,1014.9,0
11.7,17.4,0,24,42,1021.5,0
11.7,19.2,0,19,44,1017.3,0
10.2,19.9,0,15,56,1011.8,0
14,21,0.4,13,68,1006.8,1
14.9,16.9,4,31,76,1002.7,0
10.8,20.6,0.2,31,33,996.5,1
7.9,15.5,5.8,35,50,998.1,1
8.2,18.2,15.2,33,60,1004.1,0
12.7,17.6,0,24,57,1010,0
10.3,26.2,0,11,37,1011.2,0
11.9,29.8,0,22,27,1006.4,0
17.4,30.6,0,35,36,1000.9,0
15.5,20.7,0.4,19,63,1004.4,1
13.7,19.6,5.4,24,50,1008.5,0
10.2,25.2,0,26,24,1005.5,1
11.8,20.8,1.4,31,32,1007.8,0
10.7,23.1,0,17,29,1007.2,0
14.3,19.9,0,26,48,1012.2,0
10.4,25.6,0,24,27,1012.7,0
15.1,32.9,0.6,31,21,1003.4,0
15.9,25,0,30,42,1005,0
11.1,19.4,0.4,11,38,1013,0
11.4,22.4,0,24,41,1011.5,0
11.5,19.5,0,20,85,1008.1,1
13.1,19.6,4.8,30,42,1012.8,0
11.9,22.8,0,24,54,1012.3,0
14.1,22.5,0,15,82,1003.7,1
15.7,17.1,36.2,48,93,993.6,1
12.8,19.7,21.8,35,61,1007.3,0
13.2,21.4,0.8,13,41,1012.1,0
13,19.9,0,9,67,1012.3,1
13.7,21.3,3.4,4,51,1009.9,1
14.1,20.3,1.4,26,61,1005.7,1
10.9,18.7,4,35,40,1016.4,0
9.9,21.2,0.2,22,53,1019.7,0
12.5,30.4,0,26,25,1014.1,0
17.3,35.2,0,41,22,1003.4,0
16.1,21.1,0,24,54,1014.1,0
12.7,24.4,0,13,49,1012.2,0
14.9,22.9,0,22,49,1013.5,0
13.9,28.9,0,17,43,1008.5,0
16.8,27.2,0,20,64,1003.3,0
14.8,27.8,0,22,41,1002.1,0
14.8,21.5,0,30,40,1008.3,1
14.5,24.2,1.8,35,31,1002.4,0
12.9,24.1,0,17,32,1005,0
14.7,20.4,0,43,39,1006.5,0
10,18.6,0.2,26,39,1019.6,0
9.2,20.4,0.6,19,45,1018.1,0
11.6,27.6,0,20,37,1013,0
13.6,26.1,0,20,34,1010.5,0
15.8,30.2,0,28,40,1007.9,0
17.6,20.9,0,28,66,1010.5,0
12.6,19.8,0,35,42,1019.2,0
12.6,21.8,0,28,41,1017.8,0
13.3,23.4,0,24,60,1010.5,0
14.3,23.4,0,17,58,1010.2,0
13.7,25,0,17,53,1017.7,0
13.9,37.8,0,22,12,1009.8,0
20.4,32.6,0,24,64,1009.5,0
15.7,24.6,0,22,42,1014.8,0
15.1,21.5,0,28,40,1019,0
14.5,20.1,0,26,47,1023.1,0
12.1,25.1,0,20,51,1019.3,0
13.7,35.8,0,22,20,1009,0
19.8,40.5,0,37,36,1006.4,0
17.2,28.8,0,24,50,1006.9,0
18.2,35.6,0,46,12,993.9,0
14.6,31.8,0,24,15,1002.7,0
16.3,23.4,0,30,48,1011.8,0
13,27.1,0,24,21,1016.7,0
14.4,25.5,0,26,52,1020.8,0
16.6,36.4,0,26,47,1014.1,0
18.8,43.4,0,15,10,1008.9,0
25.7,44.3,0,26,10,1009.2,0
25.7,45.1,0,22,9,1008.6,0
22.5,30.5,0,26,60,1014.2,0
20.3,33.8,0,11,41,1012,0
20.8,28.5,0,26,63,1010.3,0
20.5,30.2,0,28,40,1010.3,0
16.8,30.2,0,17,46,1006.2,0
19.8,29.2,0,24,60,1008,0
17.9,33.1,0,19,50,1007.3,0
18.7,46.4,0,39,6,998.3,0
18.6,22.5,0.8,28,61,1014.2,0
16.1,21.4,0.6,35,39,1016.5,0
14.1,21.2,0,33,36,1017,0
14.3,20.2,0,33,46,1019.6,0
14.4,23.7,0,35,35,1021,0
12.8,28,0,11,27,1023.1,0
14,28.4,0,26,28,1019.6,0
14.8,29.6,0,28,26,1016.1,0
16,30.1,0,22,37,1016.3,0
15.8,31.7,0,19,21,1013.5,0
17,27.8,0,26,43,1009.6,0
16.8,30.5,0,22,38,1007.2,0
18,24.6,0,28,50,1013.1,0
17.4,23.8,0.2,30,52,1017.5,0
16.9,25.5,0,19,57,1014.5,0
16.2,35,0,28,12,1007.4,0
14.3,21.3,0,28,34,1019.2,1
14.1,21.6,1.2,20,60,1019.8,0
14.2,31.2,0.2,20,37,1016.5,0
14.3,34,0,31,24,1010.7,0
16.1,23.2,0,31,43,1012.2,1
14.5,19.8,1.6,28,61,1014.9,0
15.3,25.6,0,9,46,1011.9,0
16.8,32.5,0.8,61,36,1000.8,1
14,19,2.4,44,44,1012.1,1
12.5,17.6,2,30,65,1016.4,1
12.6,20.1,6.6,15,55,1015.5,0
13,20.4,0.4,26,57,1016.4,0
14.7,21.2,0,24,48,1020.6,0
9.7,25.2,0,9,45,1018.7,0
13.5,26.2,0,9,49,1018.9,0
15.8,29.8,0,4,40,1018.2,1
18.2,25.2,5.4,44,60,1017.2,1
17.7,29,3,9,51,1013.9,0
18.6,23.3,0.4,6,90,1006.8,1
12,18.9,20.4,28,42,1010.9,0
12.7,21.9,0.4,30,50,1012.2,0
13.9,20.1,0.2,20,53,1018,0
14.3,28.5,0,26,20,1012.8,0
14.8,33.1,0,26,17,1011,0
16.8,23.8,0,20,57,1013.6,0
15.4,34.6,0,37,13,1010.4,0
20.4,25.6,0,28,69,1012.8,1
14.7,19.9,1.6,13,54,1016.4,0
13.8,21.1,0,20,58,1015.4,1
15.7,23.9,2.4,19,56,1014.8,0
15.4,24,0,28,47,1020.6,0
12.7,20.5,0,13,45,1025.8,0
9.7,26.7,0,11,38,1021.1,0
11.3,24.7,0,24,50,1022,0
14,22.5,0,15,57,1023.7,0
14.5,30.1,0,7,29,1020.7,0
15.4,29.8,0,19,33,1020.1,0
16.9,32.8,0,30,26,1017.8,0
21.2,24.7,0,20,90,1015.6,1
11.3,19.6,18,19,43,1022.4,0
12.5,20.1,0,33,78,1018.2,0
9.2,17.2,0.2,19,52,1025.2,1
11.4,18.4,2.2,28,62,1028.1,1
12.3,19.9,1.6,13,56,1026,0
13.7,24.4,0,17,52,1018.3,0
13.9,19.5,0,24,64,1019.1,0
14.4,22.5,0,11,55,1020.7,0
12.3,21.9,0,20,52,1021.2,0
9.8,26.2,0,17,29,1018.2,0
12.1,28.8,0,26,15,1008.7,1
12.9,17.7,1.2,28,46,1011.2,0
7.3,20.5,0,31,33,1009.8,0
13.2,21.9,0,13,48,1016.9,0
13.8,19.2,0,19,61,1023.3,0
14,19.1,0,19,59,1023.2,0
8.7,22,0,11,43,1020.6,0
9.4,24.6,0,11,34,1021.1,0
9.8,25.1,0,17,27,1021.1,0
11.3,22.8,0,35,37,1013.6,0
15.1,18.2,0,31,81,998.5,1
12.3,19,3.4,41,55,994.2,1
9.1,13.6,2.6,50,63,999,1
8.4,14.4,1.8,7,57,1010.6,1
7.7,14.4,6.6,22,50,1021,1
6,13.8,1.6,15,52,1022.5,0
2.9,18,0,24,29,1020.2,0
5.8,14.9,0,4,72,1022.3,0
7.5,18.6,0,13,46,1026,0
5.9,19.2,0,7,53,1026.9,0
8.9,16.8,0,19,73,1030,0
7,17.2,0,13,57,1029.2,0
8.4,17,0,13,52,1026.3,0
11,17.5,0,30,56,1027.2,0
12.6,16.9,0.2,17,71,1028.9,1
13,16.5,3.2,19,69,1025.9,0
11.2,18.2,0,15,57,1023.8,0
8.2,17.8,0.2,17,60,1022.7,0
9.5,17.5,0,9,60,1019.8,0
9.8,17,0.2,20,47,1013.7,0
12.3,17,0,35,52,1009.9,0
14,19.7,0,26,54,1005.5,0
11.5,16.4,0.4,33,42,1014,0
11.6,17.4,0,15,64,1020.3,0
8.4,18,0,11,59,1021.8,0
8.2,21.1,0,20,41,1019.3,0
9.1,21.3,0,15,52,1021.2,0
9.2,15.7,0,13,75,1023.8,0
5.9,20.3,0,15,53,1021.1,0
7.3,22.8,0,24,32,1018,0
11.5,20.8,0,30,43,1020.1,0
18,21.7,0,37,49,1015.4,1
12.8,18.4,4,17,58,1020,0
7.6,15.8,0,20,86,1021.5,0
9.5,16.4,0.6,26,80,1024.4,1
6.3,16.3,1.8,24,49,1027,0
9,16.1,0,24,64,1030.6,0
6.5,15,0,13,68,1031.3,0
6.8,14.8,0,11,67,1029.2,0
10.3,15.1,0.2,7,70,1026.6,1
11.7,18.2,1.8,15,66,1018.8,1
12.3,17.5,1.8,15,59,1016.3,0
6.9,17.8,0,6,57,1015.1,0
5.5,14.3,0,17,68,1009.1,0
6.9,14.6,0.6,2,80,1003.8,1
10.1,14.3,1.6,22,61,1004.8,1
7.1,12.6,3.2,37,57,1006,1
5.7,12.7,7,28,71,1021,1
6,12.4,6.6,13,55,1023,0
5.3,10.8,0,30,57,1019.2,0
6.9,13,0,43,51,1008.9,0
8.3,16.2,0.2,13,52,1008.2,0
5.6,15.7,0,17,63,1014.4,0
7.2,14.5,0,7,66,1023.5,0
6,13.5,0,11,73,1028,0
4.6,17.6,0,20,46,1028.1,0
5.1,18.2,0,24,44,1025.7,0
6.9,15.3,0,43,67,1017.7,0
10.8,16.1,0,15,75,1018,1
9.9,17.6,1.2,26,51,1017,0
8.6,16.6,0,22,61,1013.4,1
11,17.6,1.6,11,49,1012.1,0
5.5,15,0,6,67,1010,0
7.1,16.4,0,26,57,1006.8,0
7.9,14.9,0,2,70,1006.1,0
5,16.1,0,22,59,1004,0
5.6,17.8,0,33,60,1005.2,0
13,19.4,0,52,50,989.9,1
10.9,15.6,2.6,39,47,998.1,0
9.5,13.5,0.2,19,65,1002.4,1
8.1,13.3,7.2,24,77,1011.8,1
8.9,15.1,1.2,35,65,1015.1,0
8.8,13.2,1,19,77,1021.1,0
7.1,13.7,0,20,69,1021.5,0
7.6,14.2,0.4,9,47,1024.3,0
3.4,15,0,22,42,1027.2,0
4.2,16.9,0,19,45,1027.1,0
5.8,15.1,0,31,55,1020.5,1
9.3,14.3,2.2,57,56,1008.6,0
10.8,15.7,0.6,30,51,1002.6,0
9,15.6,0,24,60,1001.7,0
8.1,13.9,1,15,57,1003.5,0
9,13.6,0,7,49,1010.4,0
6.5,14.7,0,19,63,1017.1,0
5,15,0,2,55,1020.4,0
6.6,13.6,0,41,58,1014.9,0
8.2,15.5,0,39,57,1014.9,0
10.8,19,0,46,31,1011.4,0
12.8,19.6,0,54,28,1007,0
12.3,16.8,0,35,82,1002.4,1
7.1,14.5,15.6,13,51,1020.8,0
3.9,13.3,0,22,43,1022.4,0
5.7,13.6,0,28,49,1020,0
7.4,15.7,0,19,39,1012.2,0
8.6,16.4,0,28,68,1015.7,0
8.5,15.1,0,28,58,1020.3,0
9.4,16.4,0,20,52,1023.1,0
10.2,16.1,0.4,20,52,1019,1
9.3,16.2,7.2,24,46,1020.1,0
10.6,16.6,0.2,24,53,1022.7,0
11.3,16.9,0.4,30,46,1020.1,1
8.8,15.4,3.2,13,35,1021.9,0
8.5,15,0,24,62,1015.6,1
8.3,16.6,5.2,19,55,1016.6,0
10.1,19.1,0,44,45,1009.4,0
11,14.6,1,31,41,1018.3,0
3.8,16.5,0,22,29,1020.8,0
6.6,14.6,0,35,39,1016.3,0
9,13.8,0,17,50,1012.5,0
9.5,16.2,0.6,7,59,1008.3,1
6,14.5,5.8,17,83,1010.4,0
9.3,18.5,0.4,11,61,1013.3,0
8.9,19.1,1,20,39,1016.7,0
10.5,19.3,0,59,46,1010.3,0
12.7,17.2,0,28,49,1001.5,1
9.7,17,5.4,26,26,1018,0
8.4,16.7,0,22,50,1024.9,0
9.8,18.6,0,37,40,1019.5,1
11.1,18.2,2.8,43,43,1010.8,0
11.1,18.8,1,43,40,999,0
6.6,16.3,0.2,37,36,1005.8,0
9.2,19,0,46,49,1002.3,0
11.1,17.5,0.2,41,33,996.2,1
7.1,14.8,5.6,43,45,999.1,1
7.7,15.7,4,30,45,1007.7,0
8.5,18.8,0,33,38,1009.1,0
10.7,19.7,0,26,45,1009.5,0
12.3,15.5,0,19,63,996.9,1
6.7,16,4.2,37,43,1011.7,0
9.1,16.6,0,30,73,1013.5,1
7.5,16,1.6,19,32,1020.5,0
8.6,19.7,0,33,32,1017.3,0
11.9,21.9,0,50,44,1006.9,1
9.8,17.3,1.4,24,55,1009.8,1
6.5,17.2,2.6,22,31,1014.6,0
8.1,16.7,0,43,36,1007.9,0
9.6,15.9,0.8,13,64,1003.4,1
10.2,15.3,4.8,35,80,1012.2,0
9.7,14.4,0.8,28,57,1013.6,0
10.5,14.8,0,11,48,1017.6,0
7.7,22.5,0,76,34,1010.5,0
15.8,19.8,0,30,43,1010.7,0
6.7,17,0,17,39,1021.2,0
5.5,20.4,0,20,29,1017.7,0
8,22.9,0,31,22,1013.6,0
15.7,18.9,0,26,88,1008.2,1
10.6,18.5,12.6,6,44,1019,0
12.1,20.9,0,39,46,1011.6,1
10.4,18.7,2.6,28,30,1013.5,0
8.7,19.7,0,22,37,1006.3,1
10.6,18.9,16.6,30,52,995.5,0
11.6,18.4,0,39,46,1004.6,0
11.6,20.8,0.4,15,34,1008.1,1
12.4,16.2,8,22,72,999,1
7.8,14.2,11.8,39,71,1002.5,1
7.7,12.6,2,48,68,1010.3,1
8.5,14.7,3.6,13,54,1013.3,1
9.1,19.4,1.6,19,35,1011.2,0
12.1,23.6,0,50,27,1008.1,0
13.5,16.6,0,17,61,1011.6,0
11,14.7,0,33,56,1012.3,0
11,18,0,20,76,1015.3,0
9.6,18.7,0,19,45,1019,0
11.1,17.2,0,22,52,1021.9,1
9.2,15.7,3,20,45,1021.5,0
7.8,16.2,0.8,37,43,1024.5,0
8.9,16,0.4,31,45,1027.1,0
7.5,18.2,0,28,40,1028.7,0
5.9,20,0,13,38,1026,0
7,22.2,0,26,25,1015.3,0
11.8,22.6,0.8,31,51,996.7,0
9.7,19.2,0.8,37,28,992,1
9.6,16.4,3.2,37,67,1002.2,1
10.8,16.3,1.8,41,71,1007,1
7.6,18,5.4,20,52,1017.2,1
10.3,17.1,1.2,19,53,1025.4,0
8.1,16.5,0,13,45,1027.5,0
10.6,21.5,0,4,44,1023.5,0
13.7,18.7,0,22,50,1021.9,0
10.1,18.8,0,15,54,1021.4,0
12.7,18.8,0,24,44,1022.2,0
8.2,19.6,0,20,48,1018.6,0
12,18.2,0,41,36,1021.9,0
9.5,21.2,0,31,37,1025,0
9.4,21.7,0,19,44,1024.1,0
12,21.1,0,19,61,1023.4,0
11.1,30.6,0,17,36,1018.3,0
16.7,26.5,0.6,24,61,1017.9,1
19.3,33.1,4,22,49,1016.4,1
15,20.1,4.6,19,71,1021.8,0
13.9,29.4,0,17,53,1016.4,0
14.8,21.9,0.8,46,45,1012.5,0
11.4,18.1,0,22,46,1019,0
12,19.3,0,26,48,1023.5,0
9.4,25.4,0,26,49,1022.7,0
13,32.2,0,22,24,1024.4,0
19.4,34.2,0,19,21,1024.6,0
19.7,35.5,0,17,22,1020.5,0
20.2,36.3,0,26,22,1017.1,0
20.8,34.4,0,17,19,1018.4,0
18.8,29.8,0,31,32,1018.1,0
15.6,27.2,0,17,45,1016.3,0
16.5,30.3,0,19,37,1012,0
15.4,25.9,0,13,34,1010.6,0
17.1,22.7,0,24,52,1007.7,0
14.9,22.6,0,26,53,1010.1,0
15.6,33.4,0,24,37,1005.3,0
18.7,34.6,0,20,26,1006.1,0
22.9,38.3,0,35,57,1006.9,1
18.6,25.9,1.2,19,61,1005.9,1
15.2,18.4,45.8,20,69,1007.5,1
11.3,22,16,24,38,1024.1,0
12,26.6,0,9,8,1023,0
15.6,25.4,0,20,52,1018,1
17.3,30,3.6,11,87,1007.3,1
18.8,28.8,5.6,30,54,1006.1,1
16.3,22.7,4.8,37,34,1000.1,1
12.7,21.8,10.6,31,59,1004.2,1
14,20.8,10.6,33,42,1014.8,0
12.1,22.7,0,26,37,1019.9,0
11.5,29.9,0,13,22,1017.6,0
16.3,32.3,0,30,28,1010.9,0
12.1,22.4,0,17,32,1018.3,0
13.2,22,0,19,49,1016.5,0
13.2,26.3,0,13,39,1013.6,0
15.3,23.1,0,31,51,1013,1
14.5,17.8,8.2,17,71,1009.1,1
9.6,25.9,13.2,20,28,1008,0
15.3,24.4,0,43,76,1005.2,1
10.7,20.5,11.6,28,38,1017.8,0
14.5,22.6,0,20,47,1017.5,0
14.9,21.5,0,20,60,1020.1,0
14.5,21.1,0,20,49,1021.9,0
13.6,31.3,0,6,40,1016.5,0
17.4,39.2,0,35,10,1009.4,0
19.7,23.1,0,11,87,1007.9,1
11.1,23.8,11.2,17,38,1016,0
14,21.4,0.2,24,48,1020,0
14.7,22.1,0,13,47,1018.2,0
12.5,28.2,0,19,21,1011.3,0
15.9,27.5,0,15,43,1011.8,0
16.2,39,0,26,15,1005.9,0
20.9,25.7,0,19,60,1006.6,1
14.4,21.2,15.8,31,41,1015.6,0
12.9,22.1,0,28,49,1017.7,0
14.7,23.1,0,24,64,1016.8,0
